label,name,review
1.0,princess_bride,My best film of all time. Never tire of watching it. Know most of the lines. One to be left alone and never touched/re-made!
1.0,princess_bride,"Clever and funny, the princess bride is a true masterpiece."
1.0,princess_bride,This is my favorite movie of all time
1.0,princess_bride,"This was a great ride, every time I've seen it."
1.0,princess_bride,Andre the Giant is in this movie. 5/5
1.0,princess_bride,I have watched this movie hundreds of times and i find it more entertaining with every viewing
1.0,princess_bride,A true classic funny and original. A movie for all ages and time.
1.0,princess_bride,What? You've never seen The Princess Bride? Inconceivable!
1.0,princess_bride,"Funny, romantic, adventurous - What's not to love?!"
1.0,princess_bride,"This is the movie I watch when I'm sad. It's actually perfect - the script, the acting, the sets, the music - and it will never get old."
1.0,princess_bride,Anybody want a peanut?
1.0,princess_bride,"This film is just what it wants to be. It's a story being told to a child, and so while its not realistic in the slightest, it all feels right. It is also one of the most quotable movies ever made, and includes one of the best swordfights ever. Just watch it on a rainy day."
1.0,princess_bride,Love this film. It's got a sense humour.
1.0,princess_bride,Absolutely hilarious and infinitely quotable. Hands down my favorite movie ever made.
1.0,princess_bride,This is a perfect movie.
1.0,princess_bride,"Amazing film, has become one of my new favourite films of all time, up there with Back to the Future and Raiders of the Lost Ark. Must see."
0.0,princess_bride,So I'm not a fan of this movie I just don't find it a good movie because it's to old fashioned and this fairytale is not that great
1.0,princess_bride,I dunno I just love this movie!
1.0,princess_bride,"A very comical, romantic, and adventurous original film that deserves to be called a classic"
1.0,princess_bride,"Awesome, fun movie!!"
0.0,princess_bride,This movie sucked. Not sure why anyone liked it. I'd rather watch Howard the Duck 100 times over this movie. I don't get the hype.
1.0,princess_bride,"Despite the dated, low budget effects, this movie stands the test of time. It has an innocent sweetness that is rare in movies these days. I enjoy watching it as much now as I did when I was a kid, and I have yet to hear someone say they dislike this movie."
1.0,princess_bride,It would be inconceivable to dislike this movie!
1.0,princess_bride,best rom-com ever. so much fun.
1.0,princess_bride,This is actually my favorite film. It's a classic and it would be inconceivable for someone to not enjoy this movie.
1.0,princess_bride,"This parody of the fantasy genre is also the greatesr fantasy ever told, or at least one of them."
1.0,princess_bride,"Without a doubt my favorite movie of all time. A classic in every sense of the word, more quotable than Casablanca with a funnier lead."
1.0,princess_bride,"This movie beats out the Godfather, and Gone with the Wind as my number one favorite movie of all!"
1.0,princess_bride,One of the greatest movies of all time
0.0,princess_bride,"The movie is terrible, not sure why anyone like it at all. I fell asleep the 1st 3 times I watched it in High school and now as a 32 year old it is even worse when finished."
1.0,princess_bride,Favorite all time. Watched it 100 times; maybe more.
1.0,princess_bride,My favorite movie of all time.
1.0,princess_bride,Amazing acting. Brilliant screenplay. A must see classic of a movie!
1.0,princess_bride,"I saw this as a child in the movie theatre and loved it. I have the DVD now and have watched it many more times - it never gets old. The script, the humour the actors all bring something wonderful to the screen for all ages."
1.0,princess_bride,"Not for younger audience but the princess bride aged very well , even after 20 years the movie had me laughing and cheering for true love .It is a classic fairy tale that influenced modern pop culture and we still ear quotes in popular TV shows (such as big bang theory )"
1.0,princess_bride,"Excellent movie! Finally saw it after years of people saying ""Your last name is Vizzini, like the guy from the Princess Bride"""
1.0,princess_bride,Quite Simply one of the best love stories ever put to film!
1.0,princess_bride,My favorite movie!!!
1.0,princess_bride,"Indeed a classic among classics, this movie remains the one and only 'non-musical' film to which every member of this household knows each-&-every line of. ^^"
1.0,princess_bride,"This movie is both one of my favorites and one of the ones that corrupted me as a child because, I have always held men to the standard of him just saying ""as you wish"" no matter what."
1.0,princess_bride,Love this movie it's the best is so good it's inconceivable
1.0,princess_bride,My favorite movie! As well as that of my 7 year old daughter!
1.0,princess_bride,Probably one of the greatest movies of all time closing credits music aside.
1.0,princess_bride,Best Movie ever! So many amazing elements that bring the story together perfectly
1.0,princess_bride,Unbelievable how this movie stands up with time!
1.0,princess_bride,"This movie is perfect, I absolutely this movie. And it's funny how, before watching, we judge be a ""girl's movie"" but it's a delightful and amazing that everyone can love. One of the most quotable movie i seen. Definitely should check."
1.0,princess_bride,One of my all time favorites.
1.0,princess_bride,"Even though the sets don't really hold up as realistic, everything else about this movie is still excellent."
