label,name,review
1.0,f_for_fake,Great film have seen it dozens of times there is always something I can look up and learn it seems from this movie
1.0,f_for_fake,"The truth of lie, and the lie of truth"
1.0,f_for_fake,I'd say this is one of the great post-modernist films by one of the greatest masters of cinema.
1.0,f_for_fake,"In my mind, this is Orson Welles' true masterpiece. One of my favorite films of all time."
1.0,f_for_fake,"This is a brilliant Welles film with a strikingly modern attitude toward the truth and a form and style which perfectly expresses that attitude. Very Brechtian, sophisticated, globe-trotting and funny. Welles still had it even in the 1970s."
1.0,f_for_fake,"When the flush of a newborn sun fell first on Eden's green and gold,Our father Adam sat under the Tree and scratched with a stick in the mold;And the first rude sketch that the world had seen was joy to his mighty heart,Till the Devil whispered behind the leaves: ""It's pretty, but is it Art?"""
1.0,f_for_fake,One if not the best film I've ever seen a true masterpiece!!!
1.0,f_for_fake,"With this film, the last feature length film to ever have been completed by Orson Welles, he showed a never ending will to break new grounds and invent new cinema. F for Fake is a stand out essay documentary with great energy and life as well as a central gripping mystery."
1.0,f_for_fake,"While Citizen Kane may be a masterpiece, F for Fake might be Welles's most thought-provoking and wildly entertaining contribution to the art of film."
1.0,f_for_fake,Makes the films of most younger directors look stodgy and clotted.
1.0,f_for_fake,Orson Welles deconstructs art itself in this mind-blowing documentary.
1.0,f_for_fake,"""I did promise that for one hour, I'd tell you only the truth. That hour, ladies and gentlemen, is over. For the past seventeen minutes, I've been lying my head off.""""Do you think I should confess? To what? Committing masterpieces?"""
1.0,f_for_fake,"A unique, experimental, playful doc driven by the charismatic, electric personality of Welles."
0.0,f_for_fake,"Pretentious and ridiculous. Dated artsy fartsy, and I usually like artsy movies. Glad people like this couldn't get away with forging shit, with the technology to debunk them now. I'm astounded by all of the good reviews of this movie."
0.0,f_for_fake,"So, so awful. Exit Through the Gift Shop definitely took a cue from this one."
1.0,f_for_fake,"A delightfully fun documentary, or is it only pretending to be?"
1.0,f_for_fake,"dunno how many times i've watched this, and i've always loved it, always found some new layer i hadn't thought about. all the talk about forgery (and the subsequent forgery of the forgery) is quite simply fascinating. a masterpiece in art theory."
1.0,f_for_fake,one of the most interesting and masterful documentaries i've ever seen ... even welles second masterpiece perhaps.
1.0,f_for_fake,"Masterful; Orson Welles' best film, period. This is pure genius."
1.0,f_for_fake,"It's incredible that Orson Welles was able to make something so completely unconventional so late in his creative career. But then, for all the crap that people say about Welles-- he was arrogant, he was brash, he was a drunk-- nobody ever says he couldn't make a movie."
1.0,f_for_fake,"One of the fastest, funniest, most entertaining documentaries out there from one of the great creative minds of the 20th Century."
1.0,f_for_fake,Greatest documentary I've ever seen !
1.0,f_for_fake,"Welles' free-form essay on fakery, art and authorship is fascinating, funny and beautiful. It's also complex and somewhat maddening. Not for those used to being spoon-fed stories and those who think they don't like documentaries should give it shot. One of the most interesting films of its kind."
1.0,f_for_fake,"Reality? It's the toothbrush...... waiting at home for you in its glass A bus ticket, a paycheck... and the grave."
1.0,f_for_fake,The ultimate example of Orson Welles's theory of film and editing.
1.0,f_for_fake,"Orson Welles is without a doubt The Lord Of Fun. Crafty how he out-fakes the fakes, and fakes us out. And embedded within the fun, a moment or two of sombre reflection worthy of any poet. A good reason to keep loving film."
1.0,f_for_fake,"I am becoming increasingly obsessed with the enigmatic Clifford Irving and, because of of this film, Elmyr de Hory as well. F for Fake is a brilliant construction of film making that explores many aspects of authenticity, forgery, and trickery. Plus, Elmyr is my new hero.. hey art world, suck it!"
1.0,f_for_fake,Trippy but briliant.
1.0,f_for_fake,You could be forgiven for not thinking that this is one of the greatest films of all time. Just don't expect me to be the forgiving one.
1.0,f_for_fake,"If you don't see this film, you can't say that you love movies."
1.0,f_for_fake,"An entertaining and disjointed story of a legendary art forger, his biographer responsible for manufacturing a psychotic Howard Hughs, and Oja Kodar, all used as an elaborate set up for Welles to fuck with your head. This movie is awesome."
1.0,f_for_fake,"So much in an hour and a half that is to be absorbed and enjoyed at the same time, a work of genius on the part of the great Orson, even if he likes the fish sticks better raw!"
1.0,f_for_fake,"A documentary film about fakers, where fact and fiction blend seamlessly into one hour and thirty-five minutes of greatness. Truly shows the power of the medium. But know this, Don't always trust what you're told..."
1.0,f_for_fake,"Not sure if Orson Welles was a genius? Watch this. Probably the best piece of film editing I've seen with an intriguing premise to boot.Welles presence is undeniable, as is his creativity."
1.0,f_for_fake,Orson Wells is hilarious and having fun for 95 minutes.
1.0,f_for_fake,"I can't quite describe this film, except for the fact that it's like nothing I've ever seen. The way Welles presents the material is so astounding and original. The editing and voice over narration really takes center and helps present the material in an entertaining and interesting manner."
1.0,f_for_fake,"There is no comparison to this film in terms of editing. This is it. This is as good as it gets, and nothing has come close, ever."
1.0,f_for_fake,"""Everything you hear and see for the next hour is absolutely true."""
1.0,f_for_fake,"Pure genius. And well cheeky, too. Which is always nice."
1.0,f_for_fake,"This is a documentary about art forgery.Now that may not seem a great subject,let alone a films worth.welles wanders through this film with style and a genuine intrest in the not genuine article. Its fascinating."
1.0,f_for_fake,I loved it... more than Citizen Kane. Sorry for the blasphemy.
1.0,f_for_fake,"The OTHER Man in Black asks us ""What is truth?"""
1.0,f_for_fake,EVERYTHING. IS. AWESOME.
1.0,f_for_fake,What is art? Can forged pieces be high art? Anybody who has seen this virtuous landmark movie will never forget his monologue to the pictures of Chartres.
1.0,f_for_fake,"The final Welles masterpiece, a film about reality masquerading as a documentary on fakes. A master magician at the top of his game, a confidence trick to give confidence to anyone who SEES."
1.0,f_for_fake,The most intelligently edited movie ever. Welles advanced cinema again with this doc/essay; too bad nobody was watching.
1.0,f_for_fake,"It's impossible not to have a welles in such a list. This one is not as famous as Kane, but is as brilliant. Arf, there is also the lady from Shangai... It's too difficult."
1.0,f_for_fake,"QuizÃ¡s el mejor largometraje de Welles, desbancando incluso a ""Ciudadano Kane"" bajo mi gusto."
1.0,f_for_fake,"Had this received a wider distribution upon its release, I'm sure it would have sparked a revolution in filmmaking on the scale of Citizen Kane. There's an overwhelming brilliance flowing through this movie, and I can only hope that it will one day be appreciated as the masterpiece it is!!"
1.0,f_for_fake,"Welles was a genius. And not just a genius in the way the word often gets thrown around. A real genius-genius. This feels to me like his most Welles-ian post-Citizen Kane film--and, as his last feature, it's every bit as great as his first. Dizzying and delightful and magical (and fraudulent)."
1.0,f_for_fake,best documentary ever. orson welles is a god. edited to perfection. definitely a favorite
1.0,f_for_fake,"At the start of the film, a woman interrupts Welles' sleight of hand: ""Are you up to your old tricks again?""""Of course,"" he replies. ""I am a charlatan, after all.""What follows is an endlessly digressive cinematic monologue about truth, art, and shameless lying.They're all the same thing, after all."
1.0,f_for_fake,Fantastic. Orson Welles has created a masterfully edited/directed experimental 'documentary' which is so enjoyable to watch it's hard to put into words. Everyone should watch this. EVERYONE.
1.0,f_for_fake,"I recommend watching a pirated copy of this film. Even if you have a legit DVD, burn it and watch that copy. It only enhances the experience. [I didn't really do this, but that was my first thought after watching this film]"
1.0,f_for_fake,The most playful movie Welles ever made.
1.0,f_for_fake,"Welles is a genius, a clever, arrogant, devious genius. I love this film/documentary/biography - whatever it is."
1.0,f_for_fake,"A monumental achievement. Unfortunately ""Kane's"" shadow keeps a lot of Welles other work from getting the credit it deserves, but thank God for the Criterion Collection for making this film available again."
1.0,f_for_fake,"""Orson Welles = Citizen Kane"" to the majority of people but F for Fake keeps it real."
1.0,f_for_fake,"One of the best edited films I've ever seen. Welles' personality intoxicates you into the narrative, which, despite the theme of fakery, you cannot help but think it is true...."
1.0,f_for_fake,"Totally effortless. Welles is just fucking around with cinema, & still makes one of the more amazing things I've seen."
1.0,f_for_fake,"Endlessly fascinating and wonderful film, Orson is consistently compelling as our guide through a world of fakers, and in the editing we see him turn ordinary archive footage into a dramatic and humourous story."
1.0,f_for_fake,"Amazingly strange, avant-garde movie. Sort of a documentary, sort of about illusions, sort of about fakers, by fakers. Extremely unique."
1.0,f_for_fake,"Orson Welles' final film that he completed, and it's a great one. Part documentary, part film, part essay, it provides as much of an insight into Welles as it does the subject of fakery. A must-see for any Welles fan."
1.0,f_for_fake,"QUOTES: Because the fakes are as good as the real ones, and there's a market, and there's a demand. If you didn't have an art market, then fakers could not exist."
1.0,f_for_fake,"This movie is incredible. Once again, Orson is light years beyond the rest of us mere mortals."
1.0,f_for_fake,orson welles blows your baby mind.
1.0,f_for_fake,A fake film about a fake artist who had a book written about him by the holder of the fake Howard Hughes will. Or is it simply a documentary about a couple of forgers? Where does forgery begin and art take over? The irony is that the film itself is a wonderful work of art that is quite unique.
1.0,f_for_fake,"A wonderful look at the art of deception and why we shouldn't alway's believe the""experts"". The tone is both whimsical and tragic. And should you believe anything I've written? Well?"
1.0,f_for_fake,I could've sworn I'd already given out some hyberole laced rant about how awesome this movie is already.
1.0,f_for_fake,"Welles unbound. There is no other film quite like this. Funny, irreverant, profound and immensely entertaining."
1.0,f_for_fake,One of the premiere discussions of art and authorship. A joy to watch.
1.0,f_for_fake,Orson Welles the magician makes a documentary about hoaxes and fakery. Sheer joy!
1.0,f_for_fake,"A master class in editing, and other film slieghts-of-hand"
1.0,f_for_fake,"Outstandingly weird movie from Orson Welles. Probably his best, no shit."
1.0,f_for_fake,The best documentary! It's the only documentary film I've seen that one can call a work of art - it's the only one that even comes close to crossing the boundary from journalism.
1.0,f_for_fake,I love this movie. Perhaps my favorite movie that's not funny. Orson Welles meets documentary - kind of.
1.0,f_for_fake,Brrrrrrrrrrrriliant!!!!!!!
1.0,f_for_fake,"The most brilliantly structured and edited film I've ever seen. As soon as it's over, you'll want to watch it again. Virtuosity, charm and the avant garde; everything that great art should be."
1.0,f_for_fake,"To this day it is still the greatest documentary I have ever seen, and Orson Welles' greatest work."
1.0,f_for_fake,"Welles, though certainly a wierd dude, is really great...I shudder to think where his film-making would have gone had he been involved with the digital revolution...Recommended!"
1.0,f_for_fake,wow. this little gem is my favorite later work from welles .
1.0,f_for_fake,Work as if you have no money. Love as if you have never been hurt. Quote Orson Welles like no one is watching even though they should be. What can I say I'm a charlatan? Wish facebook would allow me to give it 7 stars.
1.0,f_for_fake,"In this humorous film, Orson says, ""I began at the top and have been working my way down ever since. "" F for Fake is a masterpiece essay/documentary by the great Orson Welles. Watching it will force you to think more critically about the art and artists that surround us."
1.0,f_for_fake,"Amazing, unique, and way ahead of his time, Orson Welles employed styles and techniques that are almost commonplace in documentaries and other films of today."
1.0,f_for_fake,"In a word: different. In more words: imagine a very good postmodernist essay on ""experts"" and art, but filmed. With quick-cutting that predated MTV by a decade+"
1.0,f_for_fake,"It's pretty, but is it art?"
1.0,f_for_fake,fantastic... he described film history in this documentary ... i can just say he is welles he could have done whatever he wanted
1.0,f_for_fake,"This is how cool Orson is: he doesn't have a lap at this point, and his girlfriend is the hottest person ever."
1.0,f_for_fake,Mostly likely his best flim
1.0,f_for_fake,"Orson Welles wouldn't dream of making a conventional documentary, he's probably not even capable of doing so. Instead this ""filmic essay on scams, forgeries and illusions is filled to the brim with the auteur's personality. A total mind-screw."
1.0,f_for_fake,One of my very favorites.
1.0,f_for_fake,"Welles' ""film essay"" poses interesting questions about art and authenticity, all the while playing with the medium to make us doubt its own authenticity. A great film."
1.0,f_for_fake,Loved this. Welles at his artsy fartsy best.
1.0,f_for_fake,"Years ahead of it's time, and vastly entertaining."
1.0,f_for_fake,"My favourite Orson Welles film. Decades before its time. All film critics should see this film before writing any sort of ""review."""
1.0,f_for_fake,"Orson Wells gives us a lecture about fakes and fakery, as well as indulging in some of it himself."
1.0,f_for_fake,"So much fun--Welles as an elderly, curmudgeonly Puck."
1.0,f_for_fake,One of the most brilliant films ever made.
1.0,f_for_fake,"Orson Welles is Jesus. The whole film is about reality and forgery. Is what he says the truth, or a lie? Watch it."
1.0,f_for_fake,"Awesome, odd but awesome, one of the most thoughtful movies I've ever seen regarding art, philosophy, truth and story telling."
1.0,f_for_fake,"F for Fake is prime example of how Orson Welles defies the limitations within any genre he works in. He bends genre conventions until they break. F for Fake is like an Elmyr Picasso,an entrancing and deceptive work of art."
1.0,f_for_fake,Truly great Orson Welles film made when Orson Welles movies weren't exactly in style.
1.0,f_for_fake,greatest movie of all time...magic
1.0,f_for_fake,"Not what you would expect to be the last finished film by Orson Welles, but still a great work. His monologue about Notre Dame probably is one of the top most beautiful moments of any film ever."
1.0,f_for_fake,Orson crafts an art that defies the boundaries of low-budget film making while leaving an impression of discomfort in reliance on modern facts.
1.0,f_for_fake,"a required viewing for anyone, anywhere... & what about the tiger?"
1.0,f_for_fake,A semi-fake movie about a fake-faker who inspired another fake. And this is just a general plot outline... The 9 minute trailer is a work of art in it's own right.
1.0,f_for_fake,There's a great section of movie where you forget when that hour of truth is up. Orson Welles' monologue about Notre Dame just... makes me cry.
1.0,f_for_fake,"Orson Welles brings a film that tests the limits of the medium, making the viewer question truth and fiction, as well as what lies in between."
1.0,f_for_fake,This movie really got me. Gotta love the ending. Orson Welles was a madman and a poet.
1.0,f_for_fake,My second favourite Welles film (after KANE)!
1.0,f_for_fake,"Gets me every time, silly Welles."
1.0,f_for_fake,What a brilliant fatass.
1.0,f_for_fake,"Just fantastic. All should be forced to watch at least once. Plus, DVD comes with the awsome doc ""One Man Band"""
1.0,f_for_fake,"Amazing. This film says so much about the power of editing and Welles's awesome wit. I love watching his films, because you can see a genuine fascination he has with conveying ideas and stories in fresh, unique and sometimes bizarre ways. I wish this kind of ingenuity existed today."
1.0,f_for_fake,Best mockumentary I've ever seen. Welles penchant for the dramatic and self-described charlottanism stand center stage as we try to see through the illusion to what he is really trying to say about fakers: perhaps Hollywood should take a closer look? It is after all an attack on them.
1.0,f_for_fake,An amazing film by Orson Welles. He makes fools of us all. A lot of interesting information...especially about Elmyr. It makes me question what is real and what is not. It's smart and captivating. Your eyes will be glued the whole way through wondering what will happen next!
1.0,f_for_fake,"Possibly the best documentary ever made, not only for the interesting subject matter but the construction of this work, which is next to sublime."
1.0,f_for_fake,"Hilarious. Masterfully edited. A fitting end to Orson's career. Contains the great line: The art world is a confidence trick. Smart and funny, very enjoyable movie watching. It's obvious that Orson had a good time with it too."
1.0,f_for_fake,There's nothing out there remotely like it. Welles was a pioneer till the day he died.
1.0,f_for_fake,"Perhaps the coolest documentary ever made, it seems almost inappropriate to call it a documentary."
1.0,f_for_fake,"Really interesting. It's one of those films you step away from and the more you think, the more layers you realize it has. The commentary and special features all add to what Welles was doing and what a perfectionist he was. But my favorite Welles has to be the Muppet Movie."
1.0,f_for_fake,By far my favorite documentary and Orson Welles film. It is in regards to fakery and the masters of the trade. Capturing how people have conned their way into wealth and prosperity.
1.0,f_for_fake,"Orson Welles best film, one of my top 10 films"
1.0,f_for_fake,"The best documentary I have ever seen. Interesting, informative and well narrated; Wells takes us a tour of the fakes of the world as told by one of the worlds great fakers: Orson Wells himself."
1.0,f_for_fake,"The most thought provoking, interest-holding documentary I have ever seen. Beyond unique."
1.0,f_for_fake,Welles still had it.
1.0,f_for_fake,Orson Welles is God. Seriously.
1.0,f_for_fake,"I am tempted to say that his heartfelt, complex, and brilliant meditation on art and lies is more relevant and entertaining than Welles' Citizen Kane."
1.0,f_for_fake,A documentary about the idea of reality itself. This movie just might change your life.
1.0,f_for_fake,One of the coolest documentaries i have ever seen. I love Orson Welles and highly encourage people to take some time and see this masterpiece.
1.0,f_for_fake,This film blurs the line between truth and lies and does it extremely convincingly
1.0,f_for_fake,a genre to it's on own
1.0,f_for_fake,Extremely inventive and a lot of fun
1.0,side_by_side_2012,Fascinating stuff for any up-and-coming filmmakers.
1.0,side_by_side_2012,Saw this on pbs and I liked it. It shows the advancement not in the film but in the recoders and cameras that made them viewable
1.0,side_by_side_2012,A really insightful and interesting documentary about film and where it's going.
1.0,side_by_side_2012,Good guy Keanu brings us an important film about how films are filmed and how they'll be filmed in the film industry's future.
1.0,side_by_side_2012,It's not going to be for everyone but if you are even slightly interested in the film making process I think you will find it incredibly interesting.
1.0,side_by_side_2012,"A great documentary for movie nerds, it thoroughly covers aesthetic and technical issues involved in making movies with film versus digital."
0.0,side_by_side_2012,"My mom might get a kick out of it. For anyone who has any interest in cinematography, this is pointless and basic."
1.0,side_by_side_2012,"The old guard (Film) goes up against the new kid in town (Digital) and the resulting debates, involving true heavyweights working in Hollywood today, show the best of both worlds!"
1.0,side_by_side_2012,"Fascinating, intriguing and wholly educational."
1.0,side_by_side_2012,A very interesting look into the world of digital cinema and the analog cinema...how making movies has now become a different card game..and how directors see the feature of cinema shaping into these 2 different mediums..Excellent documentary..must see
1.0,side_by_side_2012,A fantastic insight into the movie industry with great interviews with big-name film-makers. A must for any film fan.
1.0,side_by_side_2012,Very interesting documentary on the topic of shooting on film vs digital. Recommend it to any film lover.
1.0,side_by_side_2012,"An extraordinary documentary comparing celluloid and digital film, with incredible interviews from some of the best names in filmmaking. Basically, if you are interested in film.. watch Side by Side."
1.0,side_by_side_2012,"This is an amazing documentary about the technology of film..... it's past, present, and future. I highly recommend it."
1.0,side_by_side_2012,"Keanu Reeves' genuine interest in the subject matter shows, and some big names really get you thinking with their views from both sides of the fence of film vs digital. Great documentary."
1.0,side_by_side_2012,Anyone that interested in the film industry needs to see this. Very enlightening on the subject of what film used to be and where it is heading.
1.0,side_by_side_2012,Fascinating documentary.
1.0,side_by_side_2012,Very informative and well made.
1.0,side_by_side_2012,Film will never be replaced
1.0,side_by_side_2012,Excellent documentary about the world of film. Will be enjoyed by film buffs and those curious about how the magic of film works. Poses interesting arguments about film vs digital. This is like the film nerd's holy book.
0.0,side_by_side_2012,"I must have fell asleep five times trying to watch this, I thought this would introduce me to some new movies that I need to watch but it doesn't. Don't watch this if you are not involved in filmmaking, it will bore you senseless."
1.0,side_by_side_2012,"Side By Side, an informative documentary with Keanu Reeves as the interviewer of many Hollywood Film Makers debating about the transition of cinema from reel to digital. It also elaborates the intricacies behind how digital format of the film made Coloring and VFX easier than ever before."
1.0,side_by_side_2012,for what it is its perfect. This covers every aspect of film to digital from the biggest in the film business. Only for serious film nerds.
1.0,side_by_side_2012,Please watch this. Puts matters in perspective.
1.0,side_by_side_2012,Excellent and very educational.
1.0,side_by_side_2012,"Not only full of technical enlightment but also injecting a way of thinking, a soul, about movies and filmmaking itself."
1.0,side_by_side_2012,"Amazing documentary about how the ""digitalisms"" are getting introduced into the Hollywood industry. Different ""p.o.v""s from directors, photography directors & actors."
1.0,side_by_side_2012,One of the greatest documentary I've ever seen
1.0,side_by_side_2012,one of the best documentaries ever
1.0,side_by_side_2012,Great documentary. A must see for all aspiring cinematographers and filmmakers.
1.0,side_by_side_2012,"Solo lo he visto una vez y ya lo considero el mejor documental sobre cine que he tenido la oportunidad de llegar a ver. Todos los grandes realizadores, los actuales y los veteranos del cine dan su opinion sobre la controversia del film vs el formato digital."
